Word	Counts	Cluster
cold	194	3
contributions	194	2
upper	194	3
perfectly	194	7
suggestion	194	0
distinction	194	0
fairly	194	7
series	193	0
inhabitants	193	16
notwithstanding	193	4
howard	193	15
howmuch	193	7
divided	193	10
variety	193	0
examine	193	17
lodging	193	3
positive	193	7
salaries	193	2
resort	193	17
occur	192	17
compensation	192	2
stealing	192	6
profits	192	2
doubtless	191	7
becoming	191	4
modes	191	5
safe	191	7
teacher	191	11
largest	191	16
weight	191	0
acquired	191	10
dependent	191	10
strict	190	7
distant	190	16
vain	190	7
instructed	190	10
vote	190	11
prosecution	190	6
acting	190	11
confirmed	190	10
marks	190	5
wide	190	7
motive	190	0
metropolis	190	16
lawful	190	6
painful	189	7
gained	189	10
happiness	189	8
effectual	189	7
else	189	8
heavy	189	3
companions	189	8
justify	189	17
fatal	189	7
earned	189	10
unhappy	189	8
washing	189	3
requiring	188	4
color	188	6
arising	188	4
rent	188	2
refuges	188	16
feb	187	19
relieved	187	10
drunkards	187	16
tend	187	17
manifested	187	10
absolute	187	7
grand	186	7
reached	186	10
spring	186	3
combined	186	1
induce	186	17
test	186	0
entering	186	3
branches	186	5
paris	186	16
adequate	186	7
relating	186	17
extending	186	4
deprived	185	10
warm	185	3
toomuch	185	7
obliged	185	10
expression	185	0
incarceration	185	9
reflection	185	8
sabbath_school	185	16
rare	185	7
learning	185	8
definition	185	6
methods	185	5
changed	184	10
division	184	9
kitchen	184	3
sec	184	15
lunatic	184	6
rape	184	6
undergo	184	17
metropolitan	184	16
speaking	183	4
station	183	16
moved	183	10
apartment	183	3
sentiment	183	0
wellknown	183	7
aforesaid	183	6
breaking	182	3
ments	182	5
hearing	182	6
disposal	182	2
married	181	10
deeply	181	7
faith	181	8
minute	181	7
exercised	181	10
temperance	181	8
rarely	181	7
arson	181	6
lie	181	3
depraved	180	8
degraded	180	8
finally	180	8
characters	180	5
yards	180	3
weekly	180	2
rogues	180	8
sea	180	3
distinct	179	7
bills	179	6
ascertain	179	17
sixth	179	9
objections	179	5
drinking	179	3
colonies	179	16
poorhouse	179	16
safely	179	7
formation	178	5
born	178	16
accomplish	178	17
meat	178	2
dress	178	3
wards	178	16
bond	178	6
cruel	178	7
interference	178	1
industrial_schools	178	16
penal_servitude	178	9
dis	177	8
thereby	177	7
clean	177	3
asylums	177	16
fault	177	0
wo	177	7
abundant	176	7
permit	176	17
horse	176	3
inches	176	3
enlightened	176	7
favour	176	0
gentle	176	8
mothers	176	8
whilst	176	7
alderman	176	11
prepare	175	17
subsequent	175	9
resulted	175	10
coming	175	9
constitute	175	17
bodies	175	5
dwelling	175	3
imposed	175	10
burden	174	8
forced	174	10
machinery	174	5
occasionally	173	7
kingdom	173	16
foundation	173	0
leaves	173	4
involved	173	10
respectfully	173	11
fruits	173	5
knows	173	4
colonel	173	11
honor	172	8
command	172	17
advanced	172	10
study	172	8
calling	172	8
terrible	172	8
bringing	172	4
educated	172	10
donations	172	2
mayor	172	11
requisite	172	7
felon	172	6
recognized	172	10
check	171	0
thoughts	171	8
fitted	171	10
drink	171	3
slaves	171	6
privilege	171	0
thinks	171	4
theory	171	0
depend	171	17
em	170	8
select	170	11
prospect	170	0
requested	170	10
market	170	3
receives	170	4
pamphlet	170	0
ditto	170	15
b	169	15
notices	169	16
modern	169	7
hereafter	169	7
commissioner	169	11
agricultural	169	16
sub	168	7
soul	168	8
earth	168	3
review	168	11
current	168	0
declared	168	10
abstract	168	0
consists	168	4
arrived	168	10
available	168	7
reply	167	0
submit	167	17
honorable	167	11
arts	167	5
attained	167	10
efficiency	167	5
denied	167	10
aged	167	15
stolen	167	6
inmate	167	0
vagrancy	167	6
publication	166	0
development	166	5
anxious	166	7
h	166	15
double	166	2
partly	166	7
securing	166	4
rise	166	8
appropriation	166	2
basis	166	0
presents	166	4
diminish	166	17
guardians	166	11
sons	165	8
sake	165	8
fees	165	2
detained	165	10
certificate	165	11
included	165	10
promise	165	0
dinner	165	9
represented	164	10
worcester	164	16
answered	164	10
accustomed	164	10
narrow	164	3
detail	164	0
occupations	164	5
vermont	164	16
appropriated	164	10
accommodations	164	2
herself	164	8
adult	164	16
set_forth	164	10
accordance	163	1
bible	163	8
getting	163	4
interior	163	16
acknowledged	163	10
distance	163	3
lane	163	15
penalties	163	6
contemplated	162	10
mainly	162	7
aiding	162	6
g	161	15
ness	161	8
attending	161	4
raise	161	17
external	161	7
wherever	161	7
repentance	161	8
monthly	161	11
masters	161	11
assume	160	17
editor	160	11
mention	160	17
vices	160	8
resulting	160	4
ap	160	4
fresh	160	7
encouraging	160	7
saying	159	4
economical	159	7
passions	159	8
tools	159	2
collected	159	2
quiet	159	8
bishop	159	11
strictly	159	7
closed	159	10
proceeding	159	0
independent	159	7
colony	159	16
id	159	15
ragged_schools	159	16
gradually	158	7
possess	158	17
college	158	16
burning	158	3
spirits	158	8
foreigners	158	16
round	158	3
managed	158	10
king	158	15
location	158	0
ideas	158	5
lunatic_asylum	158	16
trouble	158	2
evidently	158	7
comparative	158	7
dwellings	158	16
profession	157	8
green	157	15
election	157	11
silent	157	7
uniform	156	7
finished	156	3
die	156	17
pain	156	8
completely	156	7
admirable	156	7
windows	156	3
nolonger	156	7
notes	156	2
leads	156	4
publicworks	156	9
pp	156	19
strand	156	15
gratitude	155	8
needful	155	7
escapes	155	6
accompanied	155	1
committing	155	6
protect	155	17
faculties	155	8
placing	155	4
reforming	155	7
duly	155	11
beds	155	3
acres	155	2
grants	155	2
prompt	154	7
lived	154	16
correspondence	154	11
repeated	154	10
expensive	154	7
cheap	154	3
habitual	154	7
hopeless	154	7
convinced	154	10
destroy	154	17
trustees	154	11
situations	154	16
cholera	154	9
educational	154	16
immense	153	2
conscience	153	8
indulgence	153	8
slight	153	7
stands	153	4
convention	153	11
r	152	15
sacrifice	152	8
encouraged	152	10
begin	152	17
relieve	152	17
imperfect	152	7
sleep	152	3
unnecessary	152	7
central	152	16
remarked	151	10
draw	151	17
distress	151	8
procured	151	10
sanction	151	11
showed	151	4
infant	151	16
nevertheless	151	7
qualified	151	10
elected	151	10
comforts	151	8
assisted	151	10
meaning	151	0
exposure	151	8
legitimate	151	7
consumption	150	9
arms	150	3
depends	150	4
approval	150	11
orphan	150	16
holding	150	4
organized	150	10
moreover	150	7
conclusions	150	5
strange	150	7
disgrace	150	8
consistent	150	1
battery	150	6
youngman	150	6
ranks	150	8
household	149	7
excite	149	17
promoting	149	8
enlarged	149	7
injured	149	10
partially	149	7
affect	149	17
gross	149	6
victims	149	8
excess	149	2
quality	148	2
seeing	148	4
sudden	148	8
wishes	148	8
excited	148	10
convenient	148	7
regularly	148	7
incurred	148	2
message	148	11
everyday	148	9
closely	148	7
universal	148	7
perjury	148	6
range	148	3
satisfy	148	17
refused	148	10
untried	148	6
prosecutor	148	6
deter	148	17
arise	147	17
repeat	147	17
bedding	147	2
advocates	147	0
access	147	3
statute	147	6
misconduct	147	6
dozen	147	3
portland	147	16
furniture	147	3
certified	147	11
apart	147	3
per_head	147	2
homicide	147	6
p	146	15
reader	146	0
energy	146	8
race	146	8
extra	146	2
size	146	3
affords	146	4
aggregate	146	2
tobacco	146	3
exclusive	146	2
include	146	17
indispensable	146	7
agree	146	17
sister	145	16
tea	145	3
possibly	145	7
appoint	145	11
purchase	145	2
sooner	145	8
quarters	145	5
patent	145	15
govern	145	17
final	145	0
railroad	145	3
path	145	8
associates	144	8
obedience	144	8
utmost	144	7
middle	144	16
utter	144	8
dollar	144	2
borough	144	16
professional	144	7
entertained	143	10
contents	143	15
heads	143	5
schemes	143	5
copies	143	11
proposition	143	0
maintaining	143	4
based	143	7
purchased	142	2
taste	142	8
weak	142	8
christ	142	8
brother	142	15
defects	142	5
struck	142	1
deficiency	142	0
site	142	2
standard	142	0
deserving	142	7
manchester	142	16
freely	141	7
exhibit	141	17
ruin	141	8
river	141	3
lose	141	17
fed	141	3
yield	141	17
dealt	141	1
enjoy	141	17
heretofore	141	7
parental	141	8
resources	141	5
belonging	141	16
suited	141	10
striking	140	7
ties	140	5
expedient	140	7
finds	140	4
growing	140	7
alike	140	7
exact	140	7
scholars	140	9
assured	140	10
amp_c	140	2
clergymen	139	11
sad	139	7
fields	139	16
eighth	139	9
later	139	9
coin	139	6
appendix	139	15
continuance	139	0
proceeds	139	2
exceptions	139	1
opposite	139	7
sober	139	8
ensure	139	17
agreed	139	10
labours	139	5
memory	138	8
choice	138	0
arguments	138	5
seeking	138	4
restoration	138	8
utterly	138	7
plea	138	6
contribute	138	17
female_department	138	16
regulated	138	10
steal	138	17
pri	138	8
milk	138	3
felons	138	16
answers	138	5
creed	138	8
distribution	137	2
walnut_street	137	16
commercial	137	16
sustain	137	17
shame	137	8
fell	137	4
demanded	137	10
exhibition	137	0
wethersfield	137	16
cloth	137	3
useless	137	7
clergy	137	11
transferred	137	10
carryout	137	17
mutual	136	7
qualities	136	5
remember	136	17
cut	136	3
lodged	136	10
supreme_court	136	11
entrance	136	3
fuel	136	2
allowing	136	4
requirements	136	5
prosperity	135	8
daughter	135	15
lies	135	4
tracts	135	5
humble	135	8
juvenile_delinquents	135	16
senate	135	11
printing	135	11
baker	135	15
affected	135	10
enterprise	134	0
earlier	134	9
acquaintance	134	1
discussed	134	10
circumstance	134	0
mistake	134	0
wash	134	3
amounting	134	2
gold	134	3
undoubtedly	134	7
prosecuted	134	10
blood	133	8
promotion	133	5
procuring	133	4
millions	133	2
overseers	133	11
degrees	133	5
systematic	133	7
successfully	133	7
seconded	133	10
defective	133	7
jones	133	15
deem	133	17
acquitted	133	6
sending	133	4
lads	133	16
tickets	133	2
eminently	132	7
possessed	132	10
determine	132	17
generous	132	8
exertion	132	8
lying	132	3
ministers	132	11
applicable	132	7
operate	132	17
pride	132	8
enforce	132	17
preventive	132	7
brick	132	3
seclusion	132	8
manslaughter	132	6
rescue	132	8
accommodate	132	17
advocate	132	0
u	131	15
along	131	3
yearly	131	2
representatives	131	11
director	131	11
fill	131	17
roof	131	3
concerns	131	4
growth	131	8
risk	131	0
merits	131	5
excepting	131	4
financial	131	11
summary	131	0
execute	131	17
resigned	131	15
presenting	130	4
grateful	130	7
cast	130	8
foregoing	130	11
discover	130	17
visitation	130	11
privileges	130	5
emigration	130	16
husband	129	6
assistant	129	11
succeeded	129	10
finding	129	4
petty	129	6
detection	129	6
considering	129	4
uses	129	5
grade	129	6
joint	129	11
waste	129	8
insure	129	17
resolves	129	8
movements	128	5
sufferings	128	8
united	128	16
tender	128	8
calls	128	4
deceased	128	15
events	128	5
few_weeks	128	9
gazette	128	15
reduction	128	2
delay	128	0
maryland	128	16
violent	128	8
laborers	128	16
play	128	3
contracts	128	2
alluded	128	10
temper	128	8
wing	128	16
chaplains	128	11
helpless	128	8
extension	128	0
decrease	128	9
prejudice	128	0
intoxication	128	6
queen	128	15
park	127	15
complaints	127	5
consist	127	17
picture	127	0
topics	127	5
james	127	15
materially	127	7
establishing	127	4
alterations	127	5
portions	127	5
supplies	127	4
nations	127	5
venture	127	17
compulsory	127	7
spoken	126	10
suddenly	126	8
assurance	126	0
examples	126	5
clergyman	126	11
putting	126	4
pounds	126	2
governors	126	11
tone	126	0
specified	126	9
pound	126	2
injustice	126	0
qualifications	126	5
primary	126	7
cured	126	10
la	126	15
inferior	126	7
owner	126	6
yours	126	15
developed	125	10
instructions	125	11
facility	125	0
moderate	125	7
ninth	125	9
driven	125	10
par	125	7
partial	125	7
patronage	125	11
vicinity	125	16
sympathies	125	8
morality	125	8
composed	125	16
treat	125	17
exclusively	125	7
rates	125	2
orphans	125	16
habeas_corpus	125	6
stamps	125	15
deeds	124	8
williams	124	15
bestowed	124	10
occasions	124	5
speaks	124	4
continually	124	8
species	124	8
forming	124	4
stating	124	11
wanted	124	10
subsequently	124	9
proceeded	124	8
practically	124	7
friendly	124	7
op	124	15
enjoyment	124	8
honour	124	8
witnessed	123	10
guide	123	17
impressed	123	1
firm	123	8
devotion	123	8
hopeful	123	7
chosen	123	10
depravity	123	8
improper	123	7
vigilance	123	8
distributed	123	10
unusual	123	7
enacted	123	10
pronounced	123	10
contact	123	1
consequent	123	8
kill	123	6
garden	123	3
deaf	123	16
appetite	123	8
occasional	123	8
dear_sir	123	15
applications	123	11
quarterly	123	11
soldiers	123	16
favourable	123	7
sphere	122	5
holy	122	8
promises	122	8
collection	122	2
enormous	122	2
gate	122	3
destruction	122	8
walk	122	3
acted	122	10
minor	122	6
modified	122	7
pursuits	122	5
cease	122	17
illustration	121	0
beings	121	8
silver	121	3
prevails	121	4
rapidly	121	7
selection	121	0
rigid	121	7
infliction	121	6
receipt	121	2
german	121	16
sexes	121	16
recognition	121	0
claimed	121	10
shelter	121	8
rewards	120	5
pursue	120	17
accordingly	120	11
alleviate	120	17
expenditures	120	2
suspicion	120	8
drunkard	120	6
cutting	120	3
instituted	120	10
surprise	120	0
regulation	120	0
meals	120	3
possibility	120	0
situated	120	16
repairs	120	2
succeed	120	17
contribution	120	2
judicial	120	11
lack	120	17
america	119	16
grace	119	8
begun	119	10
laborer	119	15
tax	119	2
enjoyed	119	10
brain	119	8
corrupt	119	8
employments	119	5
exceeded	119	10
cotton	119	3
belong	119	17
desirous	119	7
resident	119	11
realized	119	10
abolished	119	10
intellect	119	8
suggests	119	4
arrests	119	6
cared	119	10
contributed	118	10
affection	118	8
remembered	118	10
impressions	118	5
accepted	118	10
restore	118	17
humanbeings	118	8
returning	118	4
assembled	118	16
mo	118	15
employers	118	8
destroyed	118	10
reduce	118	17
supporting	118	2
deny	118	17
illustrated	118	15
memorial	118	11
briefly	118	11
producing	118	7
outlay	118	2
licence	118	9
wished	117	10
recovered	117	10
accept	117	17
preparation	117	0
spend	117	17
furnishes	117	4
pressure	117	0
medicine	117	2
lot	117	3
detected	117	10
comprehend	117	17
cooking	117	3
deputy	117	11
fruit	117	8
includes	117	4
items	117	5
permission	117	11
sufferer	117	8
lesson	117	0
touching	117	4
pleasant	116	7
blessed	116	10
clothed	116	3
scenes	116	5
consisting	116	15
ear	116	8
stay	116	17
defect	116	0
confine	116	17
interfere	116	1
remainder	116	9
ob	116	7
fined	116	10
obligations	116	5
promptly	116	11
rank	116	8
newspaper	116	15
moral_instructor	116	11
iu	116	7
governments	115	5
sun	115	3
contrast	115	0
speech	115	11
nay	115	7
acknowledge	115	17
canada	115	16
scene	115	0
completion	115	9
both_sexes	115	16
livelihood	115	2
creditors	115	6
sessions	115	11
attempting	115	6
barclay	115	15
locality	115	16
sion	114	0
aided	114	10
physicians	114	11
prevailed	114	10
excitement	114	8
located	114	16
filthy	114	3
arises	114	4
corruption	114	8
refuse	114	17
mechanical	114	7
ration	114	8
juvenile_offenders	114	16
village	114	16
potatoes	114	3
radical	114	7
otherhand	114	7
destitution	114	8
thereto	114	6
philanthropists	114	8
figures	114	5
her_majesty	114	11
native	113	16
trials	113	5
unanimously	113	11
baltimore	113	16
recorded	113	10
text	113	0
hair	113	3
renders	113	4
connexion	113	1
conceive	113	17
temperate	113	8
defined	113	6
sleeping	113	3
wives	113	8
rations	113	2
apparatus	113	3
retained	113	10
gathered	112	10
gospel	112	8
undertake	112	17
agencies	112	5
fearful	112	7
parker	112	15
communicated	112	10
build	112	17
recommendation	112	11
bar	112	3
kentucky	112	16
avoided	112	10
resorted	112	10
fever	112	3
stood	111	7
prospects	111	5
began	111	4
perceive	111	17
prominent	111	7
subsistence	111	2
urge	111	17
concealed	111	3
tenth	111	9
desperate	111	8
choose	111	17
deserve	111	17
bristol	111	16
decidedly	111	7
passion	111	8
erect	111	17
commerce	111	8
weather	111	3
navy	111	16
coffee	111	3
riot	111	6
fare	111	2
anxiety	111	8
selfrespect	111	8
working_classes	111	8
district_attorney	111	11
feels	110	4
animal	110	8
origin	110	5
y	110	15
trifling	110	7
explanation	110	0
looks	110	4
net	110	2
entrusted	110	1
literary	110	7
invited	110	10
wilfully	110	6
deterring	110	7
surgeon	110	11
drawing	110	3
grow	110	17
midst	109	8
relates	109	4
removing	109	4
whites	109	9
perday	109	2
pains	109	8
specific	109	7
corrupting	109	8
corner	109	3
search	109	6
borne	109	10
shoes	109	3
considerably	109	9
provides	109	4
erring	109	8
secondly	109	7
birmingham	109	16
labourers	109	16
cambridge	108	16
mankind	108	8
broad	108	3
suspected	108	6
communications	108	11
assisting	108	4
alteration	108	0
outer	108	3
resist	108	17
pen	108	15
hereby	108	11
watched	108	10
poison	108	6
slow	108	7
recreation	108	8
forgotten	108	10
apprehension	108	0
toil	107	8
defence	107	15
pleased	107	1
farther	107	7
spread	107	8
illustrate	107	17
inadequate	107	7
brings	107	4
criminality	107	8
retain	107	17
red	107	3
thirds	107	9
pretty	107	7
drunk	107	6
selling	107	6
pardoning_power	107	11
functions	107	5
cellular	107	7
manners	106	8
decision	106	11
spiritual	106	8
governed	106	10
covered	106	3
ending	106	9
promoted	106	10
internal	106	5
enlargement	106	0
breakfast	106	3
meal	106	3
adults	106	16
aspect	106	0
tended	106	10
workmen	106	3
lancaster	106	16
challenge	106	0
liberation	106	8
approbation	105	11
devised	105	10
her_husband	105	6
cheerful	105	8
unfit	105	7
century	105	9
peni	105	16
instruments	105	5
tested	105	10
attributed	105	10
ventilated	105	3
apprehend	105	17
experiments	105	5
amounts	105	2
commence	105	17
sees	105	4
prices	105	2
grades	105	5
combination	105	0
run	105	3
alleviation	105	0
industrial_training	105	7
earliest	104	7
avail	104	17
missionary	104	16
newgate	104	16
merit	104	0
lighted	104	3
chains	104	3
smaller	104	3
unlawful	104	6
probability	104	0
treason	104	6
endeavour	104	17
secret	104	8
awaken	104	17
obligation	104	8
convenience	104	0
duration	104	9
utility	104	0
culprit	104	8
bridge	104	3
estimates	104	5
substantial	104	7
prevail	104	17
indicated	103	10
ful	103	7
expectation	103	0
furnishing	103	2
window	103	3
commons	103	11
sup	103	2
confident	103	10
instruct	103	17
transactions	103	5
resistance	103	0
concluded	103	10
sections	103	5
stop	103	17
whereas	103	4
dismissed	103	10
harm	103	8
companionship	103	8
charitable_institutions	103	16
approach	102	17
praise	102	0
rejoice	102	17
sell	102	2
varied	102	7
stranger	102	8
bath	102	3
performance	102	0
scriptures	102	8
efficacy	102	0
level	102	3
morris	102	15
overseer	102	2
piece	102	3
dec	102	19
decent	102	3
beef	102	2
problem	102	0
affecting	102	4
vessel	102	3
begging	102	6
practices	102	5
outdoor	102	2
exon	102	19
ratio	102	9
preliminary	102	7
volumes	101	5
lest	101	7
faithfully	101	7
indicate	101	17
limit	101	0
june	101	9
renewed	101	8
contractors	101	2
trying	101	4
liquor	101	6
drunken	101	6
liberality	101	0
dublin	101	16
substituted	101	10
prevailing	101	7
ho	101	7
